Property Name,Portfolio Manager ID,Portfolio Manager Meter ID,Meter Name,Meter Type,Units,First Day of First Meter Entry,Last Day of Last Meter Entry
West Point Sewage Pumping Station,35000423,190131226,West Point Sewage Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
West Rouge Sewage Pumping Station,35000424,190131227,West Rouge Sewage Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Wirral Crt Sewage Pumping Station,35000425,190131228,Wirral Crt Sewage Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
North Toronto Treatment Plant,35000429,190131232,North Toronto Treatment Plant Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Keelesdale Park - Pumping Station,35000826,190131240,Keelesdale Park - Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Lawrence Pumping Station,35000828,190131242,Lawrence Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Milliken Pumping Station,35000829,190131243,Milliken Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Parkdale Pumping Station,35000830,190131244,Parkdale Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Scarborough Pumping Station,35000833,190131247,Scarborough Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
West Toronto Pumping Station,35000837,190131251,West Toronto Pumping Station Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Island Water Treatment Plant,35000839,190131253,Island Water Treatment Plant Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
R.C. Harris Water Treatment Plant,35000840,190131254,R.C. Harris Water Treatment Plant Flow,Average Influent Flow,Cubic Meters per Day,2011-01-01 00:00:00,2023-12-31 00:00:00
Kenaston Gardens,34999828,190190611,AUTO_Kenaston Gardens-Electric,Electric - Grid,kWh (thousand Watt-hours),2014-01-01 00:00:00,2024-11-01 00:00:00
Kempton Howard Park,34999827,190190612,AUTO_Kempton Howard Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Indian Grove Substation,35000698,190190706,AUTO_Indian Grove Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Island Water Treatment Plant,35000839,190190729,AUTO_Island Water Treatment Plant-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Island Water Treatment Plant,35000839,190190730,AUTO_Island Water Treatment Plant-Natural Gas,Natural Gas,cm (cubic meters),2010-02-22 00:00:00,2024-10-01 00:00:00
Islington Storm Pumping Station,35000544,190190736,AUTO_Islington Storm Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Islington Substation,35000699,190190737,AUTO_Islington Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Islington Subway Stn,35000700,190190738,AUTO_Islington Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-06-01 00:00:00
Ivan Forrest Gardens,34999809,190190739,AUTO_Ivan Forrest Gardens-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Jack Layton Ferry Terminal,34999812,190190745,AUTO_Jack Layton Ferry Terminal-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Jack Layton Ferry Terminal,34999812,190190746,AUTO_Jack Layton Ferry Terminal-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Jane Substation,35000703,190190760,AUTO_Jane Substation-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Jean Augustine Park,34999815,190190763,AUTO_Jean Augustine Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Jean Sibelius Square,34999816,190190764,AUTO_Jean Sibelius Square-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Jenner Jean-Marie Community Centre,34999226,190190767,AUTO_Jenner Jean-Marie Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Jenner Jean-Marie Community Centre,34999226,190190768,AUTO_Jenner Jean-Marie Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Jimmie Simpson Park,34999818,190190772,AUTO_Jimmie Simpson Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
John Booth Memorial Arena,34999437,190190778,AUTO_John Booth Memorial Arena-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
John Booth Memorial Arena,34999437,190190779,AUTO_John Booth Memorial Arena-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
John Innes Community Recreation Centre,34999460,190190781,AUTO_John Innes Community Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
John Innes Community Recreation Centre,34999460,190190782,AUTO_John Innes Community Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Joseph J. Piccininni Community Centre,34999461,190190796,AUTO_Joseph J. Piccininni Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Joseph J. Piccininni Community Centre,34999461,190190797,AUTO_Joseph J. Piccininni Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Keele C.C,34999825,190190805,AUTO_Keele C.C-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Keelesdale Park - Pumping Station,35000826,190190814,AUTO_Keelesdale Park - Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Kenilworth Tank Storm Pumping Station,35000545,190077904,AUTO_Kenilworth Tank Storm Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Kennedy Eglinton Library,35000335,190077905,AUTO_Kennedy Eglinton Library-Natural Gas,Natural Gas,cm (cubic meters),2012-02-16 00:00:00,2024-11-01 00:00:00
Kennedy Eglinton Library,35000335,190077906,AUTO_Kennedy Eglinton Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Rosehill Pumping Station,35000832,190078144,AUTO_Rosehill Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Roxborough Parkette,35000547,190078709,AUTO_Roxborough Parkette-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Royal York Subway Stn,35000752,190078766,AUTO_Royal York Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
S Walter Stewart Library,35000365,190078833,AUTO_S Walter Stewart Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
S Walter Stewart Library,35000365,190078835,AUTO_S Walter Stewart Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Scadding Court C.C.,34999469,190078846,AUTO_Scadding Court C.C.-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Scadding Court C.C.,34999469,190078847,AUTO_Scadding Court C.C.-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Scarborough Civic Centre Library,35000367,190078854,AUTO_Scarborough Civic Centre Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2016-09-30 00:00:00,2024-10-01 00:00:00
Scarborough Civic Centre Library,35000367,190078855,AUTO_Scarborough Civic Centre Library-Natural Gas,Natural Gas,cm (cubic meters),2016-09-08 00:00:00,2024-10-01 00:00:00
Scarborough Gardens Arena,34999444,190078868,AUTO_Scarborough Gardens Arena-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2023-11-02 00:00:00
Scarborough Gardens Arena,34999444,190078869,AUTO_Scarborough Gardens Arena-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2023-09-20 00:00:00
Scott Westney House,34999252,190078914,AUTO_Scott Westney House-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Seaton House,35000458,190079152,AUTO_Seaton House-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Seaton House,35000458,190079153,AUTO_Seaton House-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Southern Linear Park,35000006,190080759,AUTO_Southern Linear Park-Electric,Electric - Grid,kWh (thousand Watt-hours),2013-12-19 00:00:00,2024-10-01 00:00:00
Southport St Sewage Pumping Station,35000416,190080766,AUTO_Southport St Sewage Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Spadina Road Library,35000368,190080796,AUTO_Spadina Road Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Spadina Road Library,35000368,190080797,AUTO_Spadina Road Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
St Clair Silverthorn Library,35000369,190081402,AUTO_St Clair Silverthorn Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
St Clair Silverthorn Library,35000369,190081403,AUTO_St Clair Silverthorn Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
St Lawrence Community Recreation Centre,34999471,190082088,AUTO_St Lawrence Community Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
St Lawrence Community Recreation Centre,34999471,190082089,AUTO_St Lawrence Community Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
St. Albans Pumping Station,35000834,190083444,AUTO_St. Albans Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
Stan Wadlow Clubhouse,34999255,190083469,AUTO_Stan Wadlow Clubhouse-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Stan Wadlow Clubhouse,34999255,190083470,AUTO_Stan Wadlow Clubhouse-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Steeles Library,35000371,190083698,AUTO_Steeles Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Steeles Library,35000371,190083699,AUTO_Steeles Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Street Lighting Etobicoke,35000583,190084392,AUTO_Street Lighting Etobicoke-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Swansea Sewage Pumping Station,35000418,190084502,AUTO_Swansea Sewage Pumping Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Tall Pines Community Centre,34999257,190084540,AUTO_Tall Pines Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Tall Pines Community Centre,34999257,190084541,AUTO_Tall Pines Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Thorncliffe Library,35000373,190084750,AUTO_Thorncliffe Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Thorncliffe Library,35000373,190084751,AUTO_Thorncliffe Library-Natural Gas,Natural Gas,cm (cubic meters),2011-12-21 00:00:00,2024-01-01 00:00:00
Toronto Island Service Yard,35000533,190084900,AUTO_Toronto Island Service Yard-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2011-08-25 00:00:00
Toronto Island Service Yard,35000533,190084901,AUTO_Toronto Island Service Yard-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Toronto Reference Library,35000374,190084930,AUTO_Toronto Reference Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Toronto Reference Library,35000374,190084931,AUTO_Toronto Reference Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Nashdene Yard,35000521,190104911,AUTO_Nashdene Yard-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Nashdene Yard,35000521,190104912,AUTO_Nashdene Yard-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
King St Yard,35000507,190109375,AUTO_King St Yard-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-31 00:00:00
King St Yard,35000507,190109376,AUTO_King St Yard-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-11-01 00:00:00
Kipling & Steeles,35000508,190109470,AUTO_Kipling & Steeles-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
Lakeshore Lodge,34999529,190109584,AUTO_Lakeshore Lodge-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Lakeshore Lodge,34999529,190109585,AUTO_Lakeshore Lodge-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Lambton Arena,34999438,190109588,AUTO_Lambton Arena-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Lambton Arena,34999438,190109589,AUTO_Lambton Arena-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Lamp Community Health Centre,34999229,190109677,AUTO_Lamp Community Health Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Lamp Community Health Centre,34999229,190109678,AUTO_Lamp Community Health Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Lillian H Smith Library,35000337,190110020,AUTO_Lillian H Smith Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Lillian H Smith Library,35000337,190110021,AUTO_Lillian H Smith Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
MacLean Detention Tank,35000805,190110255,AUTO_MacLean Detention Tank-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-11-01 00:00:00
Main Square Community Centre,34999462,190110259,AUTO_Main Square Community Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Main Square Community Centre,34999462,190110260,AUTO_Main Square Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Malvern Recreation Centre,34999231,190110379,AUTO_Malvern Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Malvern Recreation Centre,34999231,190110380,AUTO_Malvern Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Train Storage Building,35000535,190110564,AUTO_Train Storage Building-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-10-01 00:00:00
Train Storage Building,35000535,190110565,AUTO_Train Storage Building-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Masaryk-Cowan Community Recreation Centre,34999234,190110669,AUTO_Masaryk-Cowan Community Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Masaryk-Cowan Community Recreation Centre,34999234,190110671,AUTO_Masaryk-Cowan Community Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Matty Eckler Recreation Centre,34999464,190110689,AUTO_Matty Eckler Recreation Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Matty Eckler Recreation Centre,34999464,190110690,AUTO_Matty Eckler Recreation Centre-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Union Station,35000619,190110764,AUTO_Union Station-Chilled Water,District Chilled Water - Other,ton hours,2013-06-04 00:00:00,2024-01-01 00:00:00
Union Station,35000619,190110765,AUTO_Union Station-Steam,District Steam,kLbs. (thousand pounds),2010-01-01 00:00:00,2024-01-01 00:00:00
Union Station,35000619,190110766,AUTO_Union Station-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Union Station,35000619,190110767,AUTO_Union Station-Natural Gas,Natural Gas,cm (cubic meters),2012-12-05 00:00:00,2024-01-01 00:00:00
Union Subway Stn,35000773,190110776,AUTO_Union Subway Stn-Electric,Electric - Grid,kWh (thousand Watt-hours),2013-09-01 00:00:00,2024-01-01 00:00:00
McGregor Park Library,35000343,190110817,AUTO_McGregor Park Library-Electric,Electric - Grid,kWh (thousand Watt-hours),Not Available,Not Available
McGregor Park Library,35000343,190110819,AUTO_McGregor Park Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Victoria Park & Ellesmere (SE),35000776,190110951,AUTO_Victoria Park & Ellesmere (SE)-Electric,Electric - Grid,kWh (thousand Watt-hours),2020-05-08 00:00:00,2024-10-01 00:00:00
Mimico Arena,34999441,190111017,AUTO_Mimico Arena-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Mimico Arena,34999441,190111018,AUTO_Mimico Arena-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Morningside Yard,35000518,190111173,AUTO_Morningside Yard-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-10-01 00:00:00
Morningside Yard,35000518,190111175,AUTO_Morningside Yard-Natural Gas,Natural Gas,cm (cubic meters),2010-11-26 00:00:00,2024-10-01 00:00:00
Mount Dennis Library,35000346,190111312,AUTO_Mount Dennis Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Mount Dennis Library,35000346,190111313,AUTO_Mount Dennis Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Murray Yard,35000520,190111599,AUTO_Murray Yard-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Murray Yard,35000520,190111600,AUTO_Murray Yard-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
New Toronto Library,35000348,190112140,AUTO_New Toronto Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
New Toronto Library,35000348,190112142,AUTO_New Toronto Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Northern District Library,35000351,190116440,AUTO_Northern District Library-Electric,Electric - Grid,kWh (thousand Watt-hours),2010-01-01 00:00:00,2024-01-01 00:00:00
Northern District Library,35000351,190116441,AUTO_Northern District Library-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
Northwood Community Centre,34999240,190116631,AUTO_Northwood Community Centre-Natural Gas,Natural Gas,cm (cubic meters),2010-01-01 00:00:00,2024-01-01 00:00:00
